Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WSeed,LSeed,Win,SeedDiff,WScore_Rolling_7,LScore_Rolling_7,Win_Pct_Rolling_7,win
2004,137,1444,58,1435,71,N,0,26,46,11,19,8,18,8,25,16,17,9,5,15,26,46,2,19,12,18,18,18,10,12,13,1,19,11,6,1,-5,,,,0
2004,137,1350,64,1458,76,N,0,25,51,8,18,18,24,11,18,14,9,7,3,11,25,51,7,16,7,24,13,16,17,14,8,3,19,11,6,1,-5,,,,0
2004,137,1257,70,1462,80,N,0,23,46,9,18,25,29,12,27,15,15,6,1,12,23,46,10,32,10,29,13,13,18,10,7,1,23,10,7,1,-3,,,,0
2004,138,1390,67,1104,70,N,0,16,43,4,19,34,44,5,24,8,8,6,8,16,16,43,7,24,8,44,22,27,12,12,2,0,31,1,8,1,7,,,,0
2004,138,1177,55,1163,72,N,0,26,60,5,16,15,23,13,31,15,5,5,5,15,26,60,5,15,10,23,9,26,12,8,1,0,20,7,2,1,-5,,,,0
2004,138,1371,62,1181,90,N,0,26,48,4,11,34,38,11,29,16,10,3,3,18,26,48,3,17,11,38,8,14,11,10,4,0,27,8,1,1,-7,,,,0
2004,138,1211,72,1305,91,N,0,30,64,8,17,23,29,14,29,18,8,4,4,18,30,64,3,22,13,29,19,20,9,10,4,1,23,2,10,1,8,,,,0
2004,138,1403,65,1386,70,N,0,27,57,12,31,4,5,11,20,13,13,4,0,16,27,57,3,12,12,5,9,20,16,9,7,2,11,8,1,1,-7,,,,0
2004,138,1268,70,1393,72,N,0,22,55,4,12,24,38,12,26,11,12,7,5,25,22,55,3,12,27,38,12,28,13,17,5,6,26,4,5,1,1,,,,0
2004,138,1314,75,1400,78,N,0,27,55,5,13,19,23,9,26,10,11,6,1,19,27,55,9,28,16,23,16,20,14,11,6,1,21,6,3,1,-3,,,,0
2004,138,1264,80,1448,84,N,0,29,57,8,20,18,24,8,29,15,10,5,2,18,29,57,7,20,15,24,8,24,15,8,5,3,23,12,4,1,-8,,,,0
2004,139,1130,54,1210,57,N,0,23,51,6,18,5,6,8,16,15,17,12,1,17,23,51,5,13,9,6,11,19,14,22,11,2,14,6,3,1,-3,,,,0
2004,139,1153,68,1228,92,N,0,35,55,11,19,11,14,2,19,26,4,9,1,14,35,55,7,16,7,14,14,20,14,13,1,5,14,4,5,1,1,,,,0
2004,139,1334,63,1242,78,N,0,29,60,5,15,15,21,15,25,17,13,11,3,15,29,60,6,20,11,21,9,18,19,14,6,1,18,12,4,1,-8,,,,0
2004,139,1272,53,1329,70,N,0,28,47,5,12,9,17,14,20,18,17,8,1,16,28,47,6,17,7,17,11,11,9,12,6,3,15,7,2,1,-5,,,,0
2004,139,1458,55,1338,59,N,0,21,59,2,10,15,19,15,25,10,9,7,3,17,21,59,8,18,13,19,7,24,9,13,4,3,20,6,3,1,-3,,,,0
2004,139,1246,75,1412,76,N,0,30,67,8,18,8,13,18,15,19,12,9,1,19,30,67,7,20,14,13,20,21,13,16,4,4,16,1,9,1,8,,,,0
2004,139,1301,73,1435,75,N,0,23,49,10,25,19,21,10,17,15,8,4,2,13,23,49,13,31,6,21,13,18,13,6,1,1,20,3,6,1,3,,,,0
2004,139,1280,74,1462,89,N,0,30,55,13,19,16,23,6,32,14,13,3,9,14,30,55,9,26,13,23,18,22,14,8,11,3,21,2,7,1,5,,,,0
2004,143,1393,71,1104,80,N,0,26,52,9,22,19,23,10,17,22,9,11,6,17,26,52,5,14,14,23,16,19,12,18,5,4,20,5,8,1,3,,,,0
2004,143,1435,53,1163,73,N,0,27,51,6,17,13,15,11,33,14,18,6,4,10,27,51,8,24,5,15,6,15,11,11,8,0,14,6,2,1,-4,,,,0
2004,143,1338,51,1329,63,N,0,22,45,4,8,15,16,6,24,13,10,6,5,16,22,45,3,17,6,16,16,17,8,12,5,1,18,3,2,1,-1,,,,0
2004,143,1448,80,1386,84,N,0,29,58,12,24,14,23,10,20,15,11,8,4,21,29,58,8,16,18,23,7,21,15,15,6,0,22,4,1,1,-3,,,,0
2004,144,1228,62,1181,72,N,0,28,51,6,18,10,15,5,24,19,13,10,5,14,28,51,4,13,6,15,14,22,17,12,5,2,15,5,1,1,-4,,,,0
2004,144,1305,67,1210,72,N,0,27,63,6,18,12,22,13,36,10,16,9,5,22,27,63,5,20,18,22,16,29,5,11,4,3,22,10,3,1,-7,,,,0
2004,144,1412,74,1242,100,N,0,30,56,4,10,36,44,10,35,21,17,9,3,19,30,56,8,33,20,44,14,19,12,12,13,4,27,9,4,1,-5,,,,0
2004,144,1400,71,1462,79,N,0,23,58,8,25,25,35,16,23,13,7,6,3,20,23,58,7,16,12,35,14,21,12,8,1,6,25,3,7,1,4,,,,0
2004,145,1104,71,1163,87,N,0,29,60,10,17,19,29,15,25,17,7,3,7,18,29,60,6,19,15,29,12,21,14,9,2,5,23,8,2,1,-6,,,,0
2004,145,1386,62,1329,64,N,0,25,53,4,17,10,15,12,30,13,13,2,6,16,25,53,8,26,10,15,6,18,15,5,8,3,14,1,2,1,1,,,,0
2004,146,1462,63,1181,66,N,0,21,54,8,20,16,20,10,29,15,11,6,7,23,21,54,3,15,16,20,16,24,8,10,5,0,21,7,1,1,-6,,,,0
2004,146,1242,71,1210,79,N,1,25,56,3,16,26,34,11,30,14,12,13,3,17,25,56,6,19,13,34,12,26,15,15,8,3,26,4,3,1,-1,,,,0
2004,152,1181,78,1163,79,N,0,26,52,6,11,21,32,13,31,9,18,5,6,20,26,52,6,22,14,32,17,20,11,9,8,3,24,1,2,1,1,,,,0
2004,152,1329,65,1210,67,N,0,24,49,7,17,12,16,7,22,16,12,7,4,19,24,49,4,15,17,16,12,21,10,13,3,0,15,2,3,1,1,,,,0
2004,154,1210,73,1163,82,N,0,26,61,5,17,25,39,18,32,10,16,5,2,18,26,61,7,22,12,39,18,25,9,14,10,1,26,3,2,1,-1,,,,0
2005,134,1105,69,1324,79,N,0,29,57,7,15,14,20,14,29,14,17,2,2,14,29,57,10,28,13,20,10,19,16,14,6,3,17,16,16,1,0,,,,0
2005,136,1429,53,1112,66,N,0,23,49,6,14,14,18,9,24,9,11,3,6,12,23,49,7,19,6,18,12,20,15,12,6,3,16,14,3,1,-11,,,,0
2005,136,1335,65,1130,85,N,0,30,52,8,12,17,25,8,33,24,19,8,6,14,30,52,10,30,5,25,16,18,17,17,11,2,19,13,4,1,-9,,,,0
2005,136,1234,64,1153,76,N,0,27,57,9,18,13,22,9,27,18,8,5,8,19,27,57,5,17,19,22,16,27,5,11,6,1,20,10,7,1,-3,,,,0
2005,136,1457,64,1211,74,N,0,27,59,5,16,15,22,11,29,13,10,5,5,14,27,59,10,26,10,22,10,26,16,13,4,0,19,14,3,1,-11,,,,0
2005,136,1192,55,1228,67,N,0,23,54,6,21,15,21,8,22,16,8,8,2,13,23,54,4,16,5,21,15,27,11,17,6,3,19,16,1,1,-15,,,,0
2005,136,1184,64,1246,72,N,0,26,51,2,11,18,26,9,22,11,14,9,4,11,26,51,6,18,6,26,13,22,14,17,5,1,20,15,2,1,-13,,,,0
2005,136,1400,57,1305,61,N,0,23,62,3,14,12,18,16,33,11,8,4,7,14,23,62,5,10,4,18,13,27,2,5,5,6,16,8,9,1,1,,,,0
2005,136,1310,67,1328,84,N,0,34,74,3,13,13,15,14,34,16,14,9,3,14,34,74,6,28,13,15,11,26,12,16,8,2,16,14,3,1,-11,,,,0
2005,136,1338,71,1334,79,N,0,26,55,10,20,17,23,10,25,15,12,2,1,18,26,55,8,23,13,23,10,20,10,10,7,3,20,9,8,1,-1,,,,0
2005,136,1417,66,1403,78,N,0,32,52,3,7,11,16,4,28,21,14,7,2,14,32,52,6,20,8,16,9,18,16,13,5,2,15,11,6,1,-5,,,,0
2005,136,1261,68,1412,82,N,0,27,59,7,16,21,36,11,24,15,15,8,2,23,27,59,6,31,16,36,16,26,10,21,6,5,26,6,11,1,5,,,,0
2005,136,1431,54,1428,60,N,0,21,49,6,24,12,20,15,25,15,18,7,4,13,21,49,2,9,8,20,5,17,13,10,6,1,20,11,6,1,-5,,,,0
2005,136,1151,54,1448,70,N,0,24,58,8,28,14,21,15,22,16,15,10,2,12,24,58,6,20,6,21,11,24,12,22,5,1,19,15,2,1,-13,,,,0
2005,136,1285,77,1449,88,N,0,32,58,9,19,15,22,9,23,19,16,9,1,14,32,58,9,20,2,22,12,21,15,18,5,0,16,16,1,1,-15,,,,0
2005,136,1166,61,1452,63,N,0,22,46,8,20,11,13,8,21,19,16,12,4,15,22,46,8,20,11,13,10,17,12,17,8,3,16,10,7,1,-3,,,,0
2005,136,1104,73,1454,83,N,0,26,50,12,21,19,28,8,14,20,7,6,1,18,26,50,9,23,12,28,12,22,17,19,3,3,20,5,12,1,7,,,,0
2005,137,1242,63,1137,64,N,0,22,55,8,31,12,16,9,21,17,9,10,1,21,22,55,1,11,22,16,8,26,14,13,5,3,15,3,14,1,11,,,,0
2005,137,1416,71,1163,77,N,0,29,58,3,6,16,25,14,29,17,13,7,6,13,29,58,11,28,18,25,12,17,16,10,10,6,21,15,2,1,-13,,,,0
2005,137,1175,46,1181,57,N,0,16,39,6,20,19,29,5,27,9,8,5,6,15,16,39,5,15,3,29,9,21,10,11,3,1,23,16,1,1,-15,,,,0
2005,137,1325,62,1196,67,N,0,21,54,7,23,18,19,11,21,15,16,11,8,21,21,54,9,18,17,19,10,23,8,20,8,5,21,13,4,1,-9,,,,0
2005,137,1203,68,1210,80,N,0,28,56,7,16,17,22,10,32,11,17,10,3,22,28,56,6,16,4,22,12,22,19,14,9,4,20,12,5,1,-7,,,,0
2005,137,1278,53,1235,64,N,0,25,57,2,8,12,19,15,24,11,13,12,8,17,25,57,5,23,6,19,20,21,8,17,9,1,18,8,9,1,1,,,,0
2005,137,1418,62,1257,68,N,0,22,57,6,22,18,27,16,20,12,11,5,2,19,22,57,4,12,10,27,13,24,14,18,7,0,21,13,4,1,-9,,,,0
2005,137,1330,81,1277,89,N,0,29,51,3,14,28,36,5,25,11,13,9,1,22,29,51,7,20,22,36,10,20,13,15,9,1,29,12,5,1,-7,,,,0
2005,137,1390,70,1280,93,N,0,32,57,9,17,20,26,10,29,13,9,3,6,19,32,57,4,18,18,26,12,18,9,5,6,3,19,8,9,1,1,,,,0
2005,137,1150,63,1301,75,N,0,26,59,4,19,19,22,11,22,14,16,14,8,10,26,59,8,21,9,22,12,24,11,20,8,2,18,7,10,1,3,,,,0
2005,137,1324,68,1314,96,N,0,37,58,12,19,10,19,15,24,27,15,9,3,13,37,58,6,15,12,19,11,11,12,10,9,0,16,16,1,1,-15,,,,0
2005,137,1368,50,1329,63,N,0,18,37,4,7,23,29,8,22,13,17,11,1,13,18,37,3,10,7,29,5,14,10,17,12,2,22,15,2,1,-13,,,,0
2005,137,1388,56,1356,65,N,0,25,61,4,12,11,14,12,21,12,10,8,2,22,25,61,4,20,18,14,16,26,3,20,2,2,17,10,7,1,-3,,,,0
2005,137,1393,57,1436,60,N,1,22,59,7,21,9,11,13,17,14,16,10,0,12,22,59,3,12,8,11,14,23,8,24,9,3,12,4,13,1,9,,,,0
2005,137,1307,47,1437,55,N,0,15,53,8,29,17,24,18,29,9,20,12,4,15,15,53,4,25,9,24,12,23,6,17,9,4,20,12,5,1,-7,,,,0
2005,137,1320,52,1458,57,N,0,20,48,11,26,6,10,5,25,14,8,3,2,13,20,48,4,17,4,10,8,27,8,8,4,2,15,11,6,1,-5,,,,0
2005,138,1412,63,1112,85,N,0,30,57,7,22,18,23,11,28,16,16,7,7,14,30,57,6,30,15,23,15,17,15,14,9,2,22,11,3,1,-8,,,,0
2005,138,1305,59,1228,71,N,0,26,49,2,12,17,20,6,26,18,16,9,3,18,26,49,3,9,16,20,12,20,10,14,10,1,17,9,1,1,-8,,,,0
2005,138,1153,60,1246,69,N,0,25,49,7,12,12,18,7,29,16,15,7,5,17,25,49,7,26,13,18,16,21,10,10,4,4,19,7,2,1,-5,,,,0
2005,138,1211,69,1403,71,N,0,29,59,4,11,9,16,8,24,18,7,7,1,14,29,59,2,13,9,16,17,27,14,13,2,1,17,3,6,1,3,,,,0
2005,138,1328,58,1428,67,N,0,22,37,5,8,18,28,9,30,15,20,2,2,19,22,37,2,19,14,28,19,14,3,7,8,3,24,3,6,1,3,,,,0
2005,138,1334,79,1449,97,N,0,36,64,9,23,16,19,12,23,17,7,2,3,20,36,64,8,24,11,19,17,14,13,8,4,1,18,8,1,1,-7,,,,0
2005,138,1448,105,1452,111,N,2,37,70,7,21,30,39,10,25,20,11,5,5,26,37,70,9,23,24,39,17,29,23,18,7,3,28,2,7,1,5,,,,0
2005,138,1130,75,1454,83,N,0,26,55,11,24,20,22,10,16,17,16,11,5,26,26,55,4,11,25,22,15,21,16,22,6,2,22,4,12,1,8,,,,0
2005,139,1280,55,1181,63,N,0,19,50,8,21,17,21,13,30,8,16,8,6,22,19,50,4,13,11,21,18,21,9,10,7,5,19,9,1,1,-8,,,,0
2005,139,1210,54,1257,76,N,0,22,42,10,21,22,28,9,28,10,11,1,7,15,22,42,6,16,8,28,7,15,11,7,7,0,21,5,4,1,-1,,,,0
2005,139,1436,61,1277,72,N,0,27,56,2,12,16,22,12,27,12,9,4,4,16,27,56,7,22,10,22,23,18,5,9,4,0,19,13,5,1,-8,,,,0
2005,139,1163,62,1301,65,N,0,20,50,10,20,15,17,7,19,13,13,10,4,18,20,50,2,14,16,17,9,22,9,14,3,4,16,2,10,1,8,,,,0
2005,139,1235,65,1314,92,N,0,31,65,8,25,22,37,15,35,20,13,14,4,18,31,65,4,13,7,37,20,27,20,17,8,2,23,9,1,1,-8,,,,0
2005,139,1356,77,1329,85,N,0,25,46,6,12,29,33,8,22,18,14,3,0,23,25,46,6,19,25,33,12,16,14,11,8,0,28,7,2,1,-5,,,,0
2005,139,1196,65,1437,76,N,0,24,58,3,11,25,35,17,27,10,14,11,4,23,24,58,7,18,18,35,10,24,9,19,6,4,30,4,5,1,1,,,,0
2005,139,1137,62,1458,71,N,0,21,46,7,17,22,29,8,22,14,7,5,1,12,21,46,5,15,11,29,7,22,13,10,4,2,24,14,6,1,-8,,,,0
2005,143,1329,78,1112,79,N,0,31,47,7,14,10,17,8,23,17,14,3,5,17,31,47,10,23,10,17,16,11,17,8,10,0,17,2,3,1,1,,,,0
2005,143,1454,63,1228,77,N,0,28,57,9,20,12,15,8,25,20,9,7,2,20,28,57,7,29,12,15,13,22,12,12,4,3,12,12,1,1,-11,,,,0
2005,143,1449,79,1257,93,N,0,31,56,11,26,20,28,10,34,17,17,8,4,18,31,56,6,25,17,28,13,20,15,11,9,0,25,1,4,1,3,,,,0
2005,143,1403,60,1452,65,N,0,24,51,9,22,8,13,11,20,14,18,5,3,15,24,51,1,8,11,13,15,19,10,16,11,1,15,6,7,1,1,,,,0
2005,144,1428,52,1246,62,N,0,24,39,4,13,10,19,4,21,10,14,6,2,25,24,39,4,10,14,19,9,16,10,12,5,0,20,6,2,1,-4,,,,0
2005,144,1181,68,1277,78,N,0,27,65,5,14,19,23,16,22,12,16,13,0,22,27,65,7,23,17,23,9,24,8,22,11,2,22,1,5,1,4,,,,0
2005,144,1437,66,1314,67,N,0,20,48,8,19,19,24,12,30,11,17,3,3,24,20,48,8,28,12,24,14,19,7,9,5,5,21,5,1,1,-4,,,,0
2005,144,1301,56,1458,65,N,0,21,42,4,10,19,25,4,31,7,18,2,0,14,21,42,9,22,9,25,2,19,12,13,10,5,25,10,6,1,-4,,,,0
2005,145,1112,89,1228,90,N,1,32,71,16,35,10,15,14,18,21,13,12,2,18,32,71,7,18,18,15,12,25,21,17,11,8,10,3,1,1,-2,,,,0
2005,145,1452,85,1257,93,N,1,32,58,11,28,18,29,15,19,19,11,8,4,18,32,58,18,27,15,29,4,15,23,14,5,2,19,7,4,1,-3,,,,0
2005,146,1246,88,1277,94,N,2,30,64,10,19,24,30,17,23,15,13,6,3,20,30,64,9,19,17,30,16,21,14,11,7,3,25,2,5,1,3,,,,0
2005,146,1458,82,1314,88,N,0,34,64,5,16,15,18,12,21,19,9,5,5,15,34,64,11,24,11,18,10,19,17,12,5,0,17,6,1,1,-5,,,,0
2005,152,1257,57,1228,72,N,0,27,56,12,30,6,8,10,28,21,7,4,0,12,27,56,6,20,9,8,7,19,10,5,5,4,13,4,1,1,-3,,,,0
2005,152,1277,71,1314,87,N,0,35,71,6,20,11,17,13,38,18,13,5,6,17,35,71,7,23,14,17,15,27,15,12,10,4,19,5,1,1,-4,,,,0
2005,154,1228,70,1314,75,N,0,27,52,9,16,12,19,8,26,12,10,4,2,13,27,52,12,40,4,19,17,22,18,8,8,1,18,1,1,1,0,,,,0
2006,134,1214,49,1284,71,N,0,27,61,10,26,7,9,7,31,21,9,2,10,11,27,61,4,15,7,9,15,27,7,13,4,4,11,16,16,1,0,,,,0
2006,136,1266,85,1104,90,N,0,28,55,12,23,22,31,16,16,15,14,4,3,17,28,55,7,22,14,31,13,15,13,12,9,4,22,7,10,1,3,,,,0
2006,136,1334,76,1130,88,N,2,29,57,6,23,24,29,7,23,22,8,12,2,16,29,57,10,25,14,29,14,23,18,15,4,2,22,13,4,1,-9,,,,0
2006,136,1380,54,1181,70,N,0,24,49,5,15,17,20,9,26,15,20,9,8,11,24,49,4,13,6,20,16,16,8,16,14,4,20,16,1,1,-15,,,,0
2006,136,1375,50,1196,76,N,0,29,59,10,25,8,10,8,31,21,11,8,7,9,29,59,9,20,3,10,7,24,8,16,7,3,17,14,3,1,-11,,,,0
2006,136,1423,85,1203,88,N,1,31,66,10,22,16,22,15,19,16,10,6,1,20,31,66,11,22,10,22,8,25,20,15,2,1,22,9,8,1,-1,,,,0
2006,136,1462,75,1211,79,N,0,26,50,6,12,21,27,8,25,11,10,4,4,25,26,50,10,28,23,27,10,21,14,8,4,1,20,14,3,1,-11,,,,0
2006,136,1102,69,1228,78,N,0,29,50,8,22,12,14,7,21,17,11,6,1,17,29,50,13,27,14,14,1,14,15,11,7,1,13,13,4,1,-9,,,,0
2006,136,1361,83,1231,87,N,0,35,71,8,26,9,16,15,16,14,9,11,0,16,35,71,10,18,11,16,10,26,15,16,7,2,19,11,6,1,-5,,,,0
2006,136,1233,64,1261,80,N,0,27,51,5,10,21,27,9,30,16,18,8,11,17,27,51,3,18,15,27,13,16,6,15,10,3,19,13,4,1,-9,,,,0
2006,136,1305,79,1285,87,N,0,29,56,6,12,23,27,10,22,18,8,2,2,12,29,56,5,18,8,27,17,19,15,9,5,7,23,5,12,1,7,,,,0
2006,136,1457,61,1397,63,N,0,24,53,5,21,10,14,11,22,12,13,6,6,15,24,53,7,24,10,14,15,20,14,15,7,3,15,15,2,1,-13,,,,0
2006,136,1393,58,1401,66,N,0,20,56,7,20,19,22,14,24,14,10,8,5,19,20,56,4,19,14,22,11,24,12,12,6,2,16,5,12,1,7,,,,0
2006,136,1125,44,1417,78,N,0,30,56,4,13,14,17,9,36,20,14,11,4,14,30,56,4,19,6,17,9,18,9,14,8,3,16,15,2,1,-13,,,,0
2006,136,1429,61,1449,75,N,0,28,59,12,27,7,8,5,17,16,7,11,1,14,28,59,3,13,8,8,9,26,14,22,3,2,14,12,5,1,-7,,,,0
2006,136,1328,74,1454,82,N,0,25,55,6,20,26,32,10,22,13,12,8,1,15,25,55,5,14,5,32,10,25,18,18,8,4,25,6,11,1,5,,,,0
2006,136,1371,66,1455,86,N,0,27,57,10,22,22,32,14,30,19,15,6,3,20,27,57,6,20,18,32,11,25,10,13,10,6,24,10,7,1,-3,,,,0
2006,137,1458,75,1112,94,N,0,35,59,5,10,19,23,11,25,19,9,9,6,19,35,59,10,20,15,23,12,15,19,10,4,3,17,9,8,1,-1,,,,0
2006,137,1242,73,1133,77,N,0,23,52,11,21,20,32,11,24,17,16,6,1,17,23,52,7,18,14,32,11,25,11,18,12,1,25,4,13,1,9,,,,0
2006,137,1116,55,1137,59,N,0,17,44,11,21,14,18,8,21,10,14,10,2,17,17,44,2,12,15,18,12,20,13,13,4,4,15,8,9,1,1,,,,0
2006,137,1107,59,1163,72,N,0,27,46,8,16,10,13,7,21,17,16,6,5,9,27,46,4,15,7,13,8,14,12,12,11,1,14,16,1,1,-15,,,,0
2006,137,1277,65,1206,75,N,0,29,49,5,12,12,26,10,30,7,14,4,6,10,29,49,10,26,3,26,6,18,17,10,2,2,23,6,11,1,5,,,,0
2006,137,1320,49,1207,54,N,0,20,46,5,19,9,14,8,24,15,9,4,4,12,20,46,7,26,8,14,9,22,10,8,4,3,15,10,7,1,-3,,,,0
2006,137,1412,64,1246,69,N,0,19,61,5,25,26,30,20,27,12,8,2,3,16,19,61,5,24,9,30,13,25,17,10,5,7,20,9,8,1,-1,,,,0
2006,137,1331,78,1272,94,N,0,37,61,11,22,9,16,12,21,16,13,10,2,21,37,61,7,15,15,16,7,17,14,13,4,4,17,16,1,1,-15,,,,0
2006,137,1143,52,1301,58,N,0,21,42,5,16,11,17,7,18,10,11,5,1,15,21,42,5,16,7,17,9,17,9,13,7,1,18,7,10,1,3,,,,0
2006,137,1293,65,1314,69,N,0,22,48,5,18,20,25,12,25,15,17,10,3,12,22,48,7,27,8,25,17,16,5,13,9,2,19,14,3,1,-11,,,,0
2006,137,1234,63,1322,64,N,0,23,60,9,23,9,14,14,17,17,11,9,4,21,23,60,6,18,21,14,9,27,10,19,4,5,17,3,14,1,11,,,,0
2006,137,1172,62,1326,70,N,0,26,65,5,22,13,23,15,28,10,4,2,4,13,26,65,5,22,5,23,14,30,13,9,1,3,20,15,2,1,-13,,,,0
2006,137,1245,64,1338,79,N,0,31,46,6,14,11,15,4,24,18,12,4,7,13,31,46,9,22,9,15,14,15,12,10,6,1,19,12,5,1,-7,,,,0
2006,137,1335,52,1400,60,N,0,18,45,2,10,22,26,14,28,7,11,4,6,14,18,45,10,27,8,26,11,10,10,8,4,1,20,15,2,1,-13,,,,0
2006,137,1284,45,1437,58,N,0,16,52,7,25,19,23,15,25,7,13,13,1,17,16,52,4,17,13,23,6,25,12,18,7,3,17,16,1,1,-15,,,,0
2006,137,1356,46,1452,64,N,0,22,50,11,32,9,11,9,22,15,11,8,3,10,22,50,4,13,2,11,6,20,12,15,7,2,14,11,6,1,-5,,,,0
2006,138,1285,56,1130,69,N,0,27,63,8,17,7,9,15,29,16,8,2,9,11,27,63,7,20,9,9,6,23,19,7,3,3,13,12,4,1,-8,,,,0
2006,138,1203,61,1181,74,N,0,21,44,6,16,26,37,9,30,12,18,4,10,15,21,44,5,18,14,37,19,20,10,14,8,3,29,8,1,1,-7,,,,0
2006,138,1454,60,1196,82,N,0,30,56,8,20,14,19,10,31,17,10,6,7,19,30,56,7,20,9,19,14,19,10,11,6,3,18,11,3,1,-8,,,,0
2006,138,1231,80,1211,90,N,0,28,61,2,11,32,41,14,27,13,7,9,2,14,28,61,16,36,2,41,14,24,18,13,2,3,29,6,3,1,-3,,,,0
2006,138,1401,57,1261,58,N,0,19,54,2,12,18,23,12,23,5,13,4,6,12,19,54,6,13,7,23,10,26,9,17,7,3,22,12,4,1,-8,,,,0
2006,138,1104,59,1417,62,N,0,24,47,9,25,5,13,7,14,17,11,5,4,20,24,47,2,11,19,13,10,20,10,15,7,3,15,10,2,1,-8,,,,0
2006,138,1228,64,1449,67,N,0,17,45,5,15,28,39,8,27,8,11,5,5,17,17,45,5,18,9,39,10,25,15,12,4,0,28,4,5,1,1,,,,0
2006,138,1397,73,1455,80,N,0,24,48,9,15,23,29,9,25,16,13,3,2,12,24,48,10,29,9,29,18,20,15,10,9,7,20,2,7,1,5,,,,0
2006,139,1338,66,1133,72,N,0,22,59,2,6,26,32,16,24,14,8,8,2,16,22,59,6,20,10,32,12,26,11,14,2,2,23,5,13,1,8,,,,0
2006,139,1246,83,1163,87,N,0,31,62,4,13,21,30,13,22,16,12,7,1,16,31,62,8,24,17,30,11,23,15,14,7,1,21,8,1,1,-7,,,,0
2006,139,1314,60,1206,65,N,0,23,58,4,16,15,19,11,27,14,8,7,2,8,23,58,10,30,4,19,13,27,16,13,3,10,15,3,11,1,8,,,,0
2006,139,1326,52,1207,70,N,0,27,58,6,14,10,12,12,25,18,8,6,5,10,27,58,5,16,9,12,3,21,10,11,4,4,14,2,7,1,5,,,,0
2006,139,1137,56,1272,72,N,0,23,48,7,16,19,26,7,18,15,9,10,2,20,23,48,2,12,24,26,11,22,8,19,4,0,20,9,1,1,-8,,,,0
2006,139,1301,54,1400,75,N,0,26,56,8,19,15,19,9,29,17,10,8,3,14,26,56,3,22,7,19,6,22,10,13,7,3,17,10,2,1,-8,,,,0
2006,139,1112,78,1437,82,N,0,28,52,9,19,17,20,12,19,13,13,6,4,19,28,52,5,17,17,20,20,14,15,10,7,2,19,8,1,1,-7,,,,0
2006,139,1322,54,1452,67,N,0,18,46,7,22,24,33,8,20,11,14,13,2,15,18,46,6,20,6,33,17,24,13,24,7,3,24,14,6,1,-8,,,,0
2006,143,1181,54,1261,62,N,0,24,61,2,7,12,23,16,29,14,15,7,9,16,24,61,5,26,13,23,17,27,12,16,9,5,18,1,4,1,3,,,,0
2006,143,1133,64,1272,80,N,0,31,60,6,15,12,18,11,30,11,13,10,7,18,31,60,5,16,19,18,14,21,6,17,4,3,18,13,1,1,-12,,,,0
2006,143,1452,71,1400,74,N,0,28,58,4,19,14,20,17,28,19,13,8,1,12,28,58,15,33,6,20,3,13,19,8,3,1,14,6,2,1,-4,,,,0
2006,143,1211,71,1417,73,N,0,23,57,6,21,21,30,12,20,12,10,5,4,22,23,57,3,10,20,30,11,26,14,17,3,4,22,3,2,1,-1,,,,0
2006,144,1449,92,1163,98,N,1,27,51,10,19,34,47,10,32,15,26,7,5,20,27,51,6,20,18,47,17,21,9,17,19,3,33,5,1,1,-4,,,,0
2006,144,1207,53,1196,57,N,0,19,45,5,13,14,17,9,22,7,12,4,8,14,19,45,5,21,6,17,13,19,15,12,8,4,16,7,3,1,-4,,,,0
2006,144,1455,55,1206,63,N,0,20,44,8,16,15,23,2,30,12,9,5,5,16,20,44,3,24,12,23,17,26,8,9,4,1,21,7,11,1,4,,,,0
2006,144,1130,59,1437,60,N,1,21,60,4,19,14,20,15,21,9,11,11,2,21,21,60,5,19,8,20,11,28,18,21,5,6,21,4,1,1,-3,,,,0
2006,145,1400,60,1261,70,N,1,28,66,3,18,11,16,9,33,18,10,8,7,13,28,66,10,29,8,16,14,31,14,12,7,7,16,2,4,1,2,,,,0
2006,145,1272,45,1417,50,N,0,14,40,2,8,20,39,13,23,7,17,4,2,14,14,40,2,17,9,39,16,25,5,18,8,1,29,1,2,1,1,,,,0
2006,146,1437,62,1196,75,N,0,22,54,4,17,27,31,19,34,14,16,2,8,22,22,54,4,23,22,31,26,14,8,6,6,6,24,1,3,1,2,,,,0
2006,146,1163,84,1206,86,N,1,30,60,9,18,17,25,15,22,13,11,6,2,17,30,60,7,22,15,25,14,20,15,9,6,7,20,1,11,1,10,,,,0
2006,152,1206,58,1196,73,N,0,23,53,12,25,15,19,16,24,8,15,5,4,12,23,53,2,11,10,19,11,16,6,11,8,2,15,11,3,1,-8,,,,0
2006,152,1261,45,1417,59,N,0,21,51,5,18,12,17,15,27,10,17,10,5,24,21,51,0,6,13,17,14,19,4,15,9,7,18,4,2,1,-2,,,,0
2006,154,1417,57,1196,73,N,0,26,58,6,19,15,20,9,26,21,6,7,10,13,26,58,3,17,10,20,14,26,11,12,3,1,22,2,3,1,1,,,,0
